,Unnamed: 0,Long,Lat,Rain,Tmax,Tmin,Dia
0,0,-118.236,12.3782,1.778,17.640811109403888,17.47040141939805,1
1,1,-118.109,12.3782,1.725,17.64762749700412,17.484034194598518,1
2,2,-117.981,12.3782,1.4969999999999999,17.64762749700412,17.46358503179782,1
3,3,-117.854,12.3782,1.819,17.64762749700412,17.46358503179782,1
4,4,-117.726,12.3782,1.39,17.64762749700412,17.477217806998286,1
5,5,-117.599,12.3782,0.588,17.640811109403888,17.50448335739922,1
6,6,-117.471,12.3782,0.428,17.640811109403888,17.511299744999455,1
7,7,-117.344,12.3782,0.022000000000000002,17.661260272204586,17.531748907800154,1
8,8,-117.216,12.3782,0.145,17.67489304740505,17.531748907800154,1
9,9,-117.089,12.3782,0.159,17.68852582260552,17.511299744999455,1
10,10,-116.961,12.3782,0.141,17.708974985406222,17.50448335739922,1
11,11,-116.834,12.3782,0.085,17.729424148206924,17.524932520199922,1
12,12,-116.706,12.3782,0.013999999999999999,17.743056923407387,17.54538168300062,1
13,13,-116.579,12.3782,0.0,17.749873311007622,17.54538168300062,1
14,14,-116.451,12.3782,0.013000000000000001,17.763506086208086,17.559014458201087,1
15,15,-116.324,12.3782,0.195,17.790771636609023,17.56583084580132,1
16,16,-116.196,12.3782,2.71,17.811220799409718,17.579463621001786,1
17,17,-116.069,12.3782,2.908,17.824853574610188,17.593096396202256,1
18,18,-115.941,12.3782,3.373,17.831669962210427,17.586280008602017,1
19,19,-115.813,12.3782,2.401,17.845302737410886,17.593096396202256,1
20,20,-115.686,12.3782,2.883,17.85893551261135,17.593096396202256,1
21,21,-115.558,12.3782,2.952,17.87256828781182,17.599912783802488,1
22,22,-115.431,12.3782,3.287,17.879384675412055,17.593096396202256,1
23,23,-115.303,12.3782,3.187,17.88620106301229,17.579463621001786,1
24,24,-115.176,12.3782,3.13,17.88620106301229,17.586280008602017,1
25,25,-115.048,12.3782,2.736,17.88620106301229,17.599912783802488,1
26,26,-114.921,12.3782,3.272,17.88620106301229,17.60672917140272,1
27,27,-114.793,12.3782,3.6719999999999997,17.88620106301229,17.599912783802488,1
28,28,-114.666,12.3782,4.405,17.88620106301229,17.599912783802488,1
29,29,-114.538,12.3782,7.359,17.88620106301229,17.593096396202256,1
30,30,-114.411,12.3782,8.374,17.90665022581299,17.61354555900295,1
31,31,-114.283,12.3782,11.15,17.933915776213922,17.633994721803653,1
32,32,-114.156,12.3782,11.495999999999999,17.961181326614856,17.633994721803653,1
33,33,-114.028,12.3782,11.614,17.981630489415554,17.633994721803653,1
34,34,-113.901,12.3782,10.89,18.008896039816488,17.64762749700412,1
35,35,-113.773,12.3782,10.812999999999999,18.042977977817653,17.66807665980482,1
36,36,-113.646,12.3782,10.308,18.07024352821859,17.68170943500529,1
37,37,-113.518,12.3782,9.735,18.09750907861952,17.68852582260552,1
38,38,-113.391,12.3782,10.029,18.11795824142022,17.70215859780599,1
39,39,-113.263,12.3782,9.592,18.13840740422092,17.715791373006454,1
40,40,-113.135,12.3782,9.511000000000001,18.14522379182116,17.715791373006454,1
41,41,-113.008,12.3782,9.071,18.158856567021626,17.722607760606692,1
42,42,-112.88,12.3782,8.726,18.17930572982232,17.749873311007622,1
43,43,-112.753,12.3782,8.549,18.20657128022325,17.77032247380832,1
44,44,-112.625,12.3782,7.6370000000000005,18.233836830624192,17.783955249008788,1
45,45,-112.498,12.3782,7.087999999999999,18.25428599342489,17.783955249008788,1
46,46,-112.37,12.3782,6.933,18.274735156225592,17.790771636609023,1
47,47,-112.243,12.3782,7.5420000000000025,18.28155154382582,17.790771636609023,1
48,48,-112.115,12.3782,3.847,18.29518431902629,17.790771636609023,1
49,49,-111.988,12.3782,4.023,18.288367931426045,17.77032247380832,1
50,50,-111.86,12.3782,20.394000000000002,18.30200070662652,17.729424148206924,1
51,51,-111.733,12.3782,21.201999999999998,18.29518431902629,17.69534221020575,1
52,52,-111.605,12.3782,21.436999999999998,18.30200070662652,17.69534221020575,1
53,53,-111.478,12.3782,19.662,18.29518431902629,17.70215859780599,1
